GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
f636d3021dc543d6af1c690d0053bb1c,MarkeTech Beta Barium Borate (BBO) NLO Single Crystal,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb28c951f4be47df96b87e4b07b270cf,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4610f9282d44a2cb79a296f19d00120,Nabaltec APYRAL® AOH 180E AlO(OH) Boehmite,Ceramic;Oxide;Aluminum Oxide,Metric,3.00g/cc,,,,,,,,,,,,,,,,,,,Metric,5000ohm-cm,,,,,,
822c095a7720431ea96bee8a2652863d,H.C. Starck Grade B Zirconium Diboride,Ceramic;Boride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14bb954c32404ddc8402e729a0a8eb9e,Imerys TIMREX® MB44 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b914716fb7a436cbdd9b7efcc33c6e5,3M Techical Ceramics MYCROSINT® SO 43 Boron Nitride,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea1070e4a68a4fe99d95a43f7401a998,AISI 1117 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89e0735e8ae34d8590f40e4ad705d2ff,Morgan Advanced Ceramics AL-600™ 94-96% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.67-3.88g/cc,,,,,,,,Metric,,,,,,,325-336GPa@Temperature 20.0 °C,,,,Metric,,,Metric,English,,,139-
75055ebe9ecc4ea6ba54b4c2673106f2,Chosun Refractories AB10L Alumina Magnesia Carbon Bricks for Ladle Wall And Bottom,Ceramic;Oxide;Aluminum Oxide;Magnesium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd46186146a34141b8e47e4362165cb4,Imerys TIMREX® MX25 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,Metric,90.0ohm-cm,,,,,,
be854325995e462ebfe3a361c0ae11be,Chosun Refractories PMCT-165 Special Castable,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add966374a6a4f26b19cca1be2afb76a,Thermal Transfer Composites PRIMEX™ MCX-693™ Aluminum Silicon Carbide Composite,Ceramic;Carbide;Metal;Metal Matrix Composite;Nonferrous Metal;Aluminum Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1ae34dcdfc34e2084cf30b6249dee66,AISI 4150H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0225a4e866d4b3ebd7ff795bb5bbe86,CIMBAR EliteTalc® 20 Cosmetic Talc,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed5e2b05cd441a28a33f39a42e81194,Chosun Refractories SC80 Bricks,Ceramic;Carbide,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,
e64f40c6aa104babb90fa3bbc5fc559c,Sinotek Materials ZSLZ89 Middle Carbon Graphite,Carbon;Graphite;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd371cbf98c843668de161c122c82960,Concrete,Ceramic;Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d641c4846ec14d8ea10a27e5ad664e91,Morgan Advanced Ceramics Insulite 2500HS Thermal Ceramic,Ceramic;Oxide,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,
523a3c6f2fa443f9aee40fc9a2156931,Morgan Advanced Ceramics Kaolite® LI Monolithics 2600-LI Thermal Ceramic,Ceramic;Oxide,Metric,1.25-1.41g/cc@Temperature 816 °C,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,
fce70caf67b54feab93c796a03e9ef82,H.C. Starck Amperit® 518.088 Agglomerated,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b7b2ae908744730a04862a82fef1c05,Schott WG320 Long Pass Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e52ec8233df24e2aa947ffd1c88bc84d,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6fc6820273f4de3a1d6019a4615f492,BNZ Materials Bazelite 2500 LI Insulating Castable,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45409040f4054f6982636e33402436a4,Imerys TIMREX® KC44 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,Metric,125ohm-cm,,,,,,
20739ca4086741689a71a136fa7c459a,AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55d6ac53edeb43d3b1fd1037d7a92c62,Chosun Refractories SW88 Special High-Density Gunning Castable,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,
523668faf7a244f3a105bd9e646ddcea,Nabaltec APYRAL® 40 HS1 Al(OH) 3  Aluminum Hydroxide,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.40g/cc,,,,,,,,,,,,,,,,,,,Metric,33000ohm-cm,,,,,,
c67a58b6727a4f1a9446dfc6f0b136f5,Aremco Ceramabond™ 571 High Temperature Ceramic Adhesive/Paste,Ceramic;Oxide;Magnesium Oxide,Metric,1.90-2.20g/cc,,,,,,,,Metric,,,,,,,,,,,Metric,,,Metric,English,,,
dd13aefb6c3f4b8b8048a88aa61d1dcd,Mateck Potassium Chloride (KCl),Ceramic;Halide,Metric,1.98g/cc,,,,,,,,Metric,,,,,,,16.8GPa,,0.134,6.30GPa,,,,Metric,English,,,
914184b85a084f089c8dd2ed7e4e3af7,NeoGraf eGRAF® HITHERM™ HT-2510 Graphite with Polymer Additive,Carbon;Graphite,Metric,,,,,,,,,Metric,,,,,,,,,,,Metric,0.00100ohm-cm,,Metric,English,,,
7b008ead30ad452894cc34aa4e93ee46,Schott N-LAK7 Glass,Ceramic;Glass,Metric,3.84g/cc,Metric,,,,,,,Metric,,,,,,,90.0GPa,,0.277,35.0GPa,,,,Metric,English,,,
6f81b342047d4c878e711350b2288e1c,Imerys TIMREX® SFG75 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,Metric,0.750ohm-cm,,,,,,
4cb87d7ffeed437ab20f231734c4fb87,Morgan Advanced Ceramics Luminex ™ 970 Mac-MO990S Magnesium oxide ceramic,Ceramic;Oxide;Magnesium Oxide,Metric,2.20-2.70g/cc,,,,,,,,Metric,,,,,,,,,,,Metric,,,Metric,English,,,55.5-
da05e63bb0a14153aba1604d6b14f42a,AISI 1030 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433f60b52b5419e8b00020542679a4d,Skamol Group Moler M-EXTRA 'E' Insulating Block,Ceramic;Oxide;Silicon Oxide,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,
e3d827fbd39f466b8d3587663f5f9e6e,Nabaltec NABALOX® NO 275 Polishing Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65cb68236c4a4ef4abc23ef555f7c7f5,Pyrotek Pyroboard™ S1090 Roller,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962f3dd0b884d238f91fdd5b16a59f9,Chosun Refractories TD-165H Special Casting Block,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
0a5f55a598a64146a34580c897e4b621,Chosun Refractories LW-24 Special Insulating Firebrick,Ceramic,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,Metric,English,,,>=
ca88e36f2e264806a7597aa4dff8d828,H.C. Starck Grade B Titanium Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899c7ac5a2c4782b71f020976f0f2db,COI Ceramics Nicalon™ HRV SiCO Ceramic Fiber,Ceramic;Carbide,Metric,2.32g/cc,14µm,2800MPa,180GPa,Metric,>=1.00e+6ohm-cm,6.4,0.050,Metric,3.90-°C@Temperature 900 °C,Metric,32 %,12 %,57 %,500,,,,,,,,,,,,
1aed709f212f4ff5a613247a551843f7,AISI 1015 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39cd1d590e184e08aacbf65afa8d0a11,NAPCO C95 Magnesite,Ceramic;Oxide;Magnesium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c573cac2bd97473288f5e9edd3a07cae,Astro Met Macor® Machinable Glass Ceramic,Ceramic;Glass;Glass Ceramic;Machinable Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602449fc566494ab3efa286e8827c99,Cobalt,Metal;Nonferrous Metal;Cobalt Alloy;Pure Element,Metric,8.80g/cc,,,,Metric,,,,Metric,12.5-°C@Temperature 20.0 - 100 °C,Metric,,,,,English,58.933201,27,34.8barns/atom,1.608Å,-0.280V,1.88,0.630Å,1.1g/A/h,253,211GPa,0.32
a56b2a72408e4aeabf9907b1862be135,Morgan Advanced Ceramics Kaocrete 249 C low cement Thermal Ceramic,Ceramic;Oxide,Metric,2.146-2.292g/cc@Temperature 816 °C,,,,,,,,Metric,,Metric,,,,,,,,,,,,,,,,
03e1e69226a541ba94e302c384655c76,Saxonburg Ceramics S-697/S-700-02 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,Metric,,9.27@Frequency 1e+7 Hz,0.00070@Frequency 1e+6 Hz,Metric,6.60-°C@Temperature 500 °C,,,,,,,,,,,,,,,,,
6ce94fdbdfc0475087a83674e40964ce,Morgan Advanced Ceramics Deranox™ 999 Mac-A999R Aluminum Oxide Ceramic,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,Metric,>=1.00e+8ohm-cm@Temperature 600 °C,10@Frequency 9.40e+9 Hz,0.00080@Frequency 1e+6 Hz,Metric,8.90-°C@Temperature 20.0 - 800 °C,Metric,,,,,,,,,,,,,,18.5@Load 1.00 kg,400GPa,
b5e826c3294d49a0a266c971367ef409,Morgan Advanced Ceramics IFB Aluminum K®26 Thermal Ceramic,Ceramic;Oxide,Metric,0.617g/cc,,,,,,,,Metric,,Metric,,,,,,,,,,,,,,,,
642a7aa93fbb4f989ac68842d485a95a,Morgan Advanced Ceramics Firebrick SR 90 Thermal Ceramic,Ceramic;Oxide,Metric,2.821g/cc,,,,,,,,Metric,,Metric,,,,,,,,,,,,,,,,
fccb626c17834dff928ed848f3161f09,Chosun Refractories HSM-30 Heat-Setting Mortar,Ceramic;Oxide;Silicon Oxide,Metric,,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
2119564e4df348aa8ac4d2bc476110e0,Chosun Refractories A-7 Insulating Firebrick,Ceramic,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
f64174cf27af47cc9bd325ddd4229a1a,Chosun Refractories H-1 High Alumina brick,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,6.50-°C@Temperature 1000 °C,Metric,,,,,,,,,,,,,,,,
7911be4f2fc84c91bda1afc713317c3e,AISI 4320H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13951b7c7e024b20818254061745049e,AISI 1044 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771a75c30854141a64602a2aac018b0,Nabaltec APYRAL® 414 Gibbsite Al(OH) 3,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.42g/cc,,,,Metric,,,,,,Metric,,,,,,,,,,,,,,,,
97c3854726d1429289fc8c6645f03ef7,H.C. Starck Amperit® 518.074 Agglomerated,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb72ac991ec64a21bc9393cf813c11a1,Thermal Ceramics Kao-Tex 2200-4/5 Cordage,Ceramic,,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
6c2460a3c9af489eb9db6483f4c42f07,AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80487081a6df481fba2897ccdf99f128,AISI M1012 Merchant Quality Carbon Steel,Metal;Ferrous Metal;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362345ee283142d9accdbbf93a738e7d,AISI 4140H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b861751d40ff4dfa8cae3e893f5317a5,CeramTec Ceramtape A Alumina for Constrained Sintering,Ceramic;Oxide;Aluminum Oxide,Metric,2.19-2.49g/cc,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
d5a94a52b94e46f1ae63909e3a026a2e,Hexcel® HiMax™ FGE102 [GE,Ceramic;Glass;Glass Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e317f9835a6045a890f936fe455779f8,AISI 1144 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91934727fc4f4da9bab8762950a07745,CIMBAR CLEAR-BLOC® 80 Antiblock Talc,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d6663ac0e2f46529a87f23ec4e3fdb6,Aremco HiE-Coat™ 840-CMX High Emissivity Coating,Other Engineering Material;Ceramic/Metallic Coating,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
d75b258812994d34ae7106a236c17374,Imerys Kaolex™ BN Kaolin,Ceramic;Clay;Kaolin Clay,Metric,,,,,Metric,,,,,,,,,,,,,,,,,,,,,,
b67796a7fccb42788a34cd5ca399bd09,Morgan Advanced Ceramics Mortars Coastal 90 Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
896eca5d04f746c6b1473c030f35484d,AISI 1340H Steel,Metal;Ferrous Metal;Alloy Steel;Low Alloy Steel;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0e9ee2daf2d48e3bed2a0c223a5fc83,AISI 1137 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a2bc5dafd62478a95b7dea797d78ae3,Corning XDF LIGHT GRAY Tinted Photochromic Glass,Ceramic;Glass;Optical,Metric,2.41g/cc,,,,,,,,Metric,6.35-°C@Temperature 20.0 - 300 °C,,,,,,,,,,,,,,,,,
eda636a1455f49c4b13175365164847b,American Elements Silicon Nitride Nanoparticles,Ceramic;Nitride,Metric,3.20g/cc,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
3cedc95dbb7a40b78107c355b,Morgan Advanced Ceramics Mortars Smoothest Wet Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
90f4a7cd128b4bd6a3daf40718683a44,Morgan Advanced Ceramics Sintox™ FA Metallizing Mac-A950R-3 Technical Ceramic,Ceramic,Metric,3.75g/cc,,,,Metric,>=1.00e+8ohm-cm@Temperature 600 °C,9.4@Frequency 9.40e+9 Hz,,Metric,7.50-°C@Temperature 0.000 - 800 °C,,,,,,,,,,,,,,,12.5,325GPa,
22215a1cc51b49e58e6f2f6ab7697c0c,Saint-Gobain Chemfab® 10 Premium PTFE-Coated Glass,Ceramic;Glass;Glass Fiber,Metric,2.0693g/cc,,,,,,,,,,,,,,,,,,,,,,,,,,
d32a472c9c2747f986dae8e97b0c22b4,Mateck GaAs,Other Engineering Material;Semiconductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c341b2421954568bee04f399df4da95,NYC YT3CP Y 2 O 3  Powder,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa91f8e42ca944fcb95469fdbcf887b2,Chosun Refractories SW83 Special High-Density Gunning Castable,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,,Metric,,,,,,,,,,,,,,,,
c1bcf91541e14091a2e7606e210a0879,AISI 4140 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844cd7388e7548f98725e340aba8e5e4,AISI 4130 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918e6e5b45614328bb9dddd804854258,Potters Industries Q-CEL® 7019 Hollow Microspheres,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b281f52471f94a999fb701b642b3d8ba,Plasma Coatings 900 Surface Material,Ceramic;Other Engineering Material;Ceramic/Metallic Coating,Metric,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
9cedc889e7af49329475c83ee007d31c,Chosun Refractories H-2 High Alumina brick,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,,,,,Metric,6.00-°C@Temperature 1000 °C,Metric,,,,,,,,,,,,,,,,
41935b916c314c75a89c969711f6a2f7,Ferro Zirmonite 200,Ceramic;Oxide;Zirconium Oxide,Metric,4.48g/cc,,,,,,,,Metric,7.80-°C@Temperature 25.0 - 200 °C,,,,,,,,,,,,,,,,278GPa,0.22
b99a1ed8144f4f1f9b29523961d4b954,Silberline Sparkle Silvet® 760-20-J,Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895f0bec1094a75a0bf0608af763a4d,BNZ Materials 2337LI Insulating Aggregate,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6fb49da81764c79a7ad96908e036213,Morgan Advanced Ceramics Deranox™975 Mac-A975R Technical Ceramic,Ceramic;Oxide;Aluminum Oxide,Metric,3.80g/cc,,,,Metric,<=1.00e+8ohm-cm@Temperature 600 °C,9.5@Frequency 9.40e+9 Hz,,Metric,8.10-°C@Temperature 0.000 - 800 °C,Metric,,,,,,,,,,,,,,15,340GPa@Temperature 20.0 °C,
0fbbd5737af348f4a866544ba8173128,AISI E4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdcdc0fe0974bb6a4b5fc375a25db97,AISI 1060 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2dd632341c24d61922d7ba94baa71c1,Schunk FH82Z(H)5 Carbon Graphite Resin Impregnated,Carbon;Graphite,Metric,,,,,,,,,Metric,4.70-°C@Temperature 20.0 - 200 °C,,,,,,,,,,,,,,,,24.0GPa,
0d31751537a340cb9665dcdc08b757e5,Mo-Sci Corporation GL 1729 Glass-ceramic,Ceramic;Glass;Glass Ceramic,Metric,3.50g/cc,Metric,750°C,Metric,<=850°C@Time 7200 sec,Metric,1.76 - 3.76 %,0.88 - 2.88 %,30.53 - 34.53 %,1.21 - 3.21 %,3.41 to 5.41,,,,,,,,,,,,,,,,
c09430750b8b4554b9acd1a73c302456,Ceradyne Ceralloy® 147-31E Silicon Nitride,Ceramic;Nitride,Metric,3.25g/cc,Metric,,,,,,,,,,10 - 15,English,1800,,,0.28,-in½,1130,English,1.00e+14ohm-cm,8.0,,92,,,
766e1621f7fc4d50ac36ed4836821586,Morgan Advanced Ceramics Vibrotek 48 Thermal Ceramic,Ceramic;Oxide,Metric,,Metric,,,,Metric,52 %,,41 %,1.5 %,,,English,,,,,,,,,,,,<=6000µm,<=1500°C,0.10 %@Treatment Temp. 1400 °C
a415c49304a3499ebb28c726d24e742e,Imerys NYAD® M1250 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,2.90g/cc,Metric,,,,Metric,0.30 %,,52.94 %,0.050 %,,,English,,43900-@Diameter 0.000118 -,,,,,English,1.30e+13ohm-cm,6.8@Frequency 10000 Hz,18.3-,,,,
b9cd8125f30743f8bfa74f0f1bee1e85,Reade Advanced Materials Bentonite Powder (BaTiSi 3 O 9 ),Ceramic;Clay,Metric,0.761g/cc,,,,,,,,,,,,,,,,,,,,,,,,,,
8cf83a63ffb049adae34b940945bc8e1,Anorthite (Plagioclase Feldspar CaAl 2 Si 2 O 8 ),Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb358e7bc6db478aa524f3f60fd19fad,Mateck Calcium Fluoride (CaF 2 ),Ceramic;Halide,Metric,3.18g/cc@Temperature 20.0 °C,Metric,,,,,,,,,,,English,1650,,,0.216,,,,,,,,,,
3968ee61d87345adb2dd2d0e4add9c29,AISI 4718 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0927945b46c7430994a3da2386b,Potters Industries Q-Cel® 300,Ceramic;Glass;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3f38aec4ea4439cbe4f47b6b9ef,Chosun Refractories SAL60 Special Alumina brick,Ceramic;Oxide;Aluminum Oxide,Metric,,Metric,,,,Metric,62 %,,,,,,English,,,,,,,,,,,,,,"-0.300 - 0.30 %@Temperature 1600 °C,Time 7200 sec"
6867df3b5084467cab601eb51ab9d036,AISI 4815H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de0544688fae4441b6e0d44df3b578c9,PPT LSF400 Low Sintering Temperature Ferrite Powder,Ceramic;Oxide,Metric,5.20g/cc,Metric,,Metric,,,,,,,,,,,,,,,,English,,,,,,,15.5 %
77e4ff80007845fcba6c30d4d11fe13d,Aremco AREMCOLOX™ 502-800 Macor® Machinable Glass Ceramic,Ceramic;Glass;Glass Ceramic;Machinable Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe4e60b564764d649b75fc03f70f6fd1,Ceradyne Ceralloy® BeO,Ceramic;Oxide,,,Metric,,,,,,,,,,,English,,,,,,,English,,7.0@Frequency 1e+9 Hz,,,,,
183e36e0f26a48a09498ae7eff2f42f1,Saint-Gobain Chemfab® TCK® 800 High-Strength Leno Weave Small Open Mesh Belting Material,Ceramic;Glass;Glass Fiber,Metric,0.4909g/cc,,,,,,,,,,,,English,,,,,,,,,,,,,,
d4a81d5476684f88923301816a1c0148,Schott Glass 8360 Lead-Free Soft Glass,Ceramic;Glass,Metric,2.66g/cc@Temperature 25.0 °C,Metric,575°C,,,,,,,,,,English,,,,0.24,,,English,,"7.3@Frequency 1e+6 Hz,Temperature",,,,,
fe4ad73820b34e4587d6127becc035e5,Imerys TIMREX® T200-2000 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,Metric,,Metric,,,,Metric,,,,,,,English,,,,,,0.010,,,,,,,,
3c9725f60544435fbcf223d87a923d09,Sharadaa Ceramics REFINSUL 9 Insulating Castables Medium/High Purity,Ceramic,Metric,,Metric,,,,Metric,,,,,,,English,,,,,,,,,,,,<=6000µm,,
2a7f9b53504d4d2489f0bac9061b5297,CoorsTek CERASHIELD SC-DS Armor Ceramic,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c7a4f1fcbd94df9a9525bddadf11513,Morgan Advanced Ceramics Alumor 90 Thermal Ceramic,Ceramic;Oxide,Metric,,Metric,,,,Metric,97 %,,0.10 %,0.10 %,,,English,,,,,,,,,,,,<=6000µm,<=1800°C,-0.500 - 0.50 %@Treatment Temp. 1800 °C
c8681387a4bc4dd6a5f9aae8876e1b3c,CoorsTek NBD-200 Silicon Nitride (Glass HIPped),Ceramic;Nitride,Metric,3.16g/cc,Metric,,,,,,,,,,,English,,,,0.26,-in½,,English,,8.0,,,,,
eed32d4d5d1a4e2e8e57870de37b5017,Chosun Refractories LWB-135 Casting Block,Ceramic,Metric,,,,,,Metric,45 %,,45 %,,,,English,,,,,,,,,,,,,,
fb36191f5d284891ae0d5596d5b860c4,Chosun Refractories CRAG-S04 Long Stopper,Ceramic;Oxide;Aluminum Oxide,Metric,,Metric,,,,Metric,54 %,,11 %,,,,English,,,,,,,,,,,,,,
fba32e22db154cf9aeaab80773b1dfb1,Sinotek Materials ZSLZ92 Middle Carbon Graphite,Carbon;Graphite;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ba995533d6f41e687acc25c85eccf38,Chosun Refractories BCT-145 Acid-proof Castable,Ceramic,,,Metric,,,,,,,,,,,English,,,,,,,,,,,,,1450°C,"-0.100 %@Temperature 110 °C,Time 86400 sec"
afe864df0e104127bc1f958ece94cad8,Morgan Advanced Ceramics WDS® Multiflex® ST Porextherm,Ceramic;Oxide;Silicon Oxide,Metric,0.210g/cc,Metric,,,,,,,,,,,English,,,,,,,,,,,,,,0.030 %@Treatment Temp. 800 °C
8a233b0bbce54b6e88d5f9e9790d482d,Chosun Refractories ALB-65I Special Casting Block,Ceramic;Oxide;Silicon Oxide,Metric,,,,,,Metric,28 %,,67 %,,,,English,,,,,,,,,,,,,,
